Community,Id,Request,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Normalized Score,Average,Classification,,,
092011 Stack Overflow,7662074,"@Yoga, did you get around to reading the FAQ ? And why is advice for a better question bullying?",19,12,14,9,1,ATHS9GUME1XCA,A28ZB4ZB13BWAI,A17G2LOYX7WQZ,A2WGBPEN45GJNF,A3DKR227NQCH4X,-0.814457437,11,Rude,0.059202593,,
Wikipedia,153420,I see that KarBot is editing User Talk Pages.  Is this deliberate?,13,13,12,9,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28ZB4ZB13BWAI,A29B522D0BX6HN,AIPK94CUWL45W,-0.509123545,12,Rude,0.871482319,,
Wikipedia,210026,"I'm curious, just for a laugh, what was that reference all about? Something to do with an author with the initials HST?",20,12,21,15,17,AZN83WTGUR1JZ,A28TXBSZPWMEU9,A00613921OIEGJA322163,A29B522D0BX6HN,AIPK94CUWL45W,0.365892597,17,Polite,0.802124276,,
Wikipedia,626197,REVERT???,13,13,5,5,11,A1J7EVLCZZQSEM,A16PRU8T6NZLN5,AEWF3138PFWEN,A1TMK6G1BLKVS2,A3EJ5TT2ZGBIDA,-1.271673192,9.4,Rude,0.362161404,,
092011 Stack Overflow,123859,I'm not that familiar with Bezier curves; does this give you what you need to construct them? Can you elaborate how to finish it off?,20,13,15,17,17,A2TMSM19YCEXLE,A28ZB4ZB13BWAI,A39FH0T1NKKMVO,AFD31LP2ZU9G7,A3OY0OL2M0HUTT,0.486574712,16.4,Polite,0.059639287,,
092011 Web Applications,8102,"I'm still seeing the ""clear"" link on my profile page. Is this a change that they're still rolling out?",13,17,17,17,21,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A233ONYNWKDIYF,A1KC138MX47DXA,A1CIIX0CB0GR7H,0.66509865,17,Polite,0.059650788,,
092011 Stack Overflow,2349510,Is it acceptable to build an auxiliary data structure to guide the decision process?  Could that data structure have size O(n) of the original list?,13,21,15,17,15,A233ONYNWKDIYF,A3E157ZN8XPUKJ,A28TXBSZPWMEU9,AO3XB5I5QNNUI,A2BKPNKU3EG41Z,0.51070747,16.2,Polite,0.059722563,,
Wikipedia,621058,Hope you had a good trip. Are you able to take a further look now?,22,17,17,18,15,A3L8MJ1C4OEDGV,A1Q0OT3UD3AH6A,A1TLLJDX8H4JP1,A2ULMYRKQMNNFG,A872FSFU7WV6W,0.779834974,17.8,Polite,0.306353046,,
092011 IT Security,2911,"@RoryAlsop - Yeah, the other thread, while still somewhat broad, is much more limited in scope.  Let's give this one a shot, please?",13,21,13,17,21,AYG3MF094634L,A3E157ZN8XPUKJ,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,A13HSR88OUNIVP,0.136590615,17,Polite,0.060243697,,
Wikipedia,620813,"Yes, this is the English Wikipedia so we use the English version of the infobox. And can there once be a time when you don't find your way to my talk a complain?",1,15,11,9,21,A233ONYNWKDIYF,ANMGOZ451W9ZN,AYG3MF094634L,A1RT9SQ9D9DLOV,A1NJCF3NH6RQGU,-0.934734438,11.4,Rude,0.219589528,,
092011 Webmasters,90,I've never heard that. Any links to horror stories?,9,21,25,21,21,AO3XB5I5QNNUI,A233ONYNWKDIYF,A1FF4KWG1G44QE,A1LRRDBA84ITCJ,A13HSR88OUNIVP,0.99667373,19.4,Polite,0.060692716,,
Wikipedia,463182,I will readily grant that. But where was the urgent reason not to follow it in any of the above cases?,20,17,21,16,16,A3G9MSZVWB7W42,A36UK50UE5YFVZ,A1JMINVUZ2AOZR,A3CA5S8GR8TZ1U,A38N58BSMTA0BE,0.640288352,18,Polite,0.116548489,,
092011 Stack Overflow,6017638,"Why can't your second snippet just `return result`? Or at least, if Yes or No or Cancel, `return result`?",9,12,13,9,10,A3MMLCBV2W3BP9,A14TK8NCD4CUN1,A3689IWHIHX69E,A2BKPNKU3EG41Z,A39FH0T1NKKMVO,-0.845485176,10.6,Rude,0.061107068,,
Wikipedia,161352,Thanks for your help on <url>.  Any advice on edits we should make to get it up the quality scale?,17,17,21,13,17,A1T5YMBH35PDBX,A233ONYNWKDIYF,APMYUTI3V3Y6R,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,0.629695156,17,Polite,0.823843587,,
092011 Stack Overflow,1954456,"good question.  
Is the JVM open source (hotspot) or are the cools such as the javac compiler open source as well?",21,17,20,17,21,A416CQ0FIDNFT,A2YNPKYEFDZ6C9,A17G2LOYX7WQZ,A34M93NJC830DP,A321FJYVTX5WP9,1.454651108,19.2,Polite,0.061159292,,
092011 Stack Overflow,2969508,"I've re-read the question at least 4x's now and am still confused, re: if your manager has great faith in your development skills, why isn't your manager giving you senior-level responsibilities? Or is it just the title you are seeking?",13,9,5,6,7,A2UFD1I8ZO1V4G,AL97SCCNKZILP,A17G2LOYX7WQZ,A2BKPNKU3EG41Z,A34M93NJC830DP,-1.898743192,8,Rude,0.061721493,,
092011 Photography,9182,"I just tried an empty field in Lightroom 3, and it seems to be working as you & I would expect: all photos without a setting on that field are being included. Is there a chance some other setting on your collection is tripping it up?",10,5,5,17,17,AYG3MF094634L,A3CPYEB0W3MLZK,A2FNOKJNY7E5WP,A2UFD1I8ZO1V4G,A1LRRDBA84ITCJ,-0.46048479,10.8,Rude,0.061732316,,
092011 Theoretical Computer Science,991,D-Wave!  Have your lecturers recommended their technology to you?,17,18,13,22,21,AO3XB5I5QNNUI,A23312XQ2AQ91W,A28TXBSZPWMEU9,A1FF4KWG1G44QE,A2MWGIVIKOXWYM,0.63790527,18.2,Polite,0.06216908,,
Wikipedia,359566,Does it not take just a bit more than someone saying they own it to remove a copyvio? As can be seen I post from Canada and what's to stop me claiming to be <url> and anything published in the <url> can be put on Wikipedia (or something a little more sensible)?,9,5,5,11,9,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A19ZT0TQPFA2,-1.356566082,7.8,Rude,0.157886498,,
Wikipedia,137167,"From the edit history to the template, it appears that your last edit has not been undone so hopefully this issue is resolved. You are both editors of between 1 and 2 years experience here, so perhaps a bit better communications would be a better approach in future?",18,19,17,21,17,A2WKPCZU4U110T,AVHARSCRX7M9E,A2ULMYRKQMNNFG,A3E11SHVDD48Z8,AZ1RJVNOZFIWV,0.722174868,18.4,Polite,0.867206778,,
Wikipedia,625156,"Evidently, I don't have enough consciousness, because I haven't the foggiest idea of what you're talking about. Could you tell me?",6,12,12,9,16,A2WKPCZU4U110T,AYG3MF094634L,A3LXBP8T6JMY9B,A1RT9SQ9D9DLOV,A2BE71BN177IH3,-0.999851468,11,Rude,0.06542695,,
092011 Stack Overflow,3299176,Aha! Can I also give you an answer which is not coded??? You and me need codes... Okay?,17,2,8,17,12,A3OW54MEVDKXJL,A2WRP1KHK1UU7L,A125P73OQSRNI5,A1M1T2EF4Y2IW8,AE68VBES5HIPY,-0.502356808,11.2,Rude,0.063342798,,
Wikipedia,619135,"I hardly ever agree with Jimintheatl, but that block was bordering on absurd. Fast on the button much?",9,9,1,9,5,AE3D6SE2D8UPQ,A6YO9886DY2SC,A1BJTTNDDFZ3ZP,A1TLLJDX8H4JP1,A13CO3B2BRXQLZ,-1.250548564,6.6,Rude,0.565237884,,
Wikipedia,71974,The race was advertised and billed as the 100th Indy 500. Are you saying the promoters and Indycar are liars?,12,5,9,9,18,AYG3MF094634L,AVHARSCRX7M9E,A125P73OQSRNI5,A1DTQSIIYIZL62,AEYHIQUDWJ3KV,-0.846328639,10.6,Rude,0.283995288,,
092011 Gaming,3522,"@Mana I'm all for having the front page covered with DF :), but where in the world do you get the idea it's PC only?  Or are you including all the operating systems (Windows, Linux, Mac) under PC?",14,19,13,21,13,A3RLCGRXA34GC0,A23312XQ2AQ91W,A3CFNUD7VR2E1E,A3E157ZN8XPUKJ,A28TXBSZPWMEU9,0.349511245,16,Polite,0.064327964,,
092011 Stack Overflow,2600403,"Unfortunately, i do not know how to start. Ok, I use fft, but what and how should I do next?",15,21,18,16,21,A33SMNMTMIOJ6T,A1M1T2EF4Y2IW8,A1KC138MX47DXA,A2BKPNKU3EG41Z,A2WGBPEN45GJNF,0.818129687,18.2,Polite,0.064453084,,
092011 Theoretical Computer Science,8518,Really? Could you please tell us how to compute the maximum of $n$ $n$-bit numbers in AC$^0$?,9,21,15,14,22,A233ONYNWKDIYF,A3E157ZN8XPUKJ,ARYGQ46IMW8AU,A28TXBSZPWMEU9,A13HSR88OUNIVP,0.097620418,16.2,Polite,0.064653352,,
Wikipedia,623298,"As another aside, they are mostly Germans.  What's up with that?",14,11,13,4,6,AO5E3LWBYM72K,AC25X12LNYY6Y,AD1IH74UX9IAI,A38N58BSMTA0BE,AZOAW8JH5HJJK,-0.877980564,9.6,Rude,0.187444711,,
092011 Stack Overflow,2264053,"I want to implement the whole online banking stack, from front-end, middleware, and back-end. So is there any opensource J2EE app for online banking?",17,16,14,16,20,A3OW54MEVDKXJL,A1F4D2PZ7NNWTL,A23HJNY3F7Z9CS,A2WGBPEN45GJNF,A3OY0OL2M0HUTT,0.725191771,16.6,Polite,0.064710745,,
092011 Apple,24657,"Umm.. *what* means it is connected to GPRS? Sorry, I lost you — which part of the question are you referring to?",13,13,9,13,13,AYG3MF094634L,A3CPYEB0W3MLZK,A2FNOKJNY7E5WP,A2UFD1I8ZO1V4G,A1LRRDBA84ITCJ,-0.275569387,12.2,Rude,0.064750056,,
092011 Stack Overflow,7193483,How would you represent your distribution? - alternatively - are you looking for a specific solution for gaussian distribution?,19,21,15,16,15,A1133ON5ALJKXJ,A3E157ZN8XPUKJ,A28TXBSZPWMEU9,A17G2LOYX7WQZ,A1F4D2PZ7NNWTL,0.45369198,17.2,Polite,0.065189502,,
Wikipedia,283803,"And ""...definitions..."".  What do you mean by ""...definitions...""?",9,13,7,5,13,A233ONYNWKDIYF,ARYGQ46IMW8AU,A1F4D2PZ7NNWTL,A3TFQK7QK8X6LM,A1DTQSIIYIZL62,-0.905260324,9.4,Rude,0.059874806,,
092011 Stack Overflow,5847427,"""Everything works except I can't register ANY mouseup/down events."" Do you get an error, or does it just not work?",17,15,17,17,21,A416CQ0FIDNFT,A28TXBSZPWMEU9,AO2NFSIXUL5MT,A17G2LOYX7WQZ,A3DKR227NQCH4X,0.633519153,17.4,Polite,0.065268202,,
Wikipedia,281102,You changed the result here: Weu2019ve already had <url>; do you really want to do it again? The result given is a compromise; are you wanting to upset that?,5,16,13,13,5,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,AIPK94CUWL45W,A3IHLWMZNBLUR4,-0.843236468,10.4,Rude,0.875405581,,
Wikipedia,102063,"So, I'm a ""deletion fanatic""? Why don't you refrain from uncivil remarks and focus on adding sources to your unsourced stubs - help the encyclopedia rather than pissing off people?",1,5,5,4,16,AISPSIJ54U4SC,A1QV3X9YMQQ3OQ,AC25X12LNYY6Y,AZOAW8JH5HJJK,AEYHIQUDWJ3KV,-1.513052345,6.2,Rude,0.437990944,,
Wikipedia,239366,I don't want to be your enemy. What can I do to help this situation?,21,21,21,19,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28ZB4ZB13BWAI,A29B522D0BX6HN,AIPK94CUWL45W,1.466577215,19.8,Polite,0.230296957,,
Wikipedia,415277,Sorry for not replying sooner. What would you like done with your page?,25,17,21,17,17,A16PRU8T6NZLN5,A2UFD1I8ZO1V4G,A2UBXHCHM2I6IL,A37ADCYLCSB5O2,A13CO3B2BRXQLZ,1.40051837,19.4,Polite,0.755989288,,
Wikipedia,458971,"Greetings, I ran across your 2008 article <url>, and the footnotes are done manually vice the usual Wiki way.  Any chance you can go back and fix the footnotes?",21,17,17,13,17,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,AIPK94CUWL45W,0.765535385,17,Polite,0.393252026,,
Wikipedia,565445,Anytime. How do you like this closer crop?,14,18,21,25,20,A2WKPCZU4U110T,A22SZHZTF72TRM,A3L8MJ1C4OEDGV,A3E157ZN8XPUKJ,AC25X12LNYY6Y,0.751548256,19.6,Polite,0.824534594,,
092011 Stack Overflow,4233895,"@Sachin - please post COMPLETE real code. You do realise the snippet posted won't compile and run without `Config` class definition, right?",17,9,13,1,6,A1BS64O3JY0YJ4,A23FB7HE970AZJ,A3E157ZN8XPUKJ,A2WRP1KHK1UU7L,A17G2LOYX7WQZ,-1.094045528,9.2,Rude,0.066006234,,
092011 Ask Ubuntu,40876,I hope I've translated this okay; please check it. Also I'm guessing your version of Ubuntu is 10.10 (as opposed to 10.04)?,17,15,18,19,13,AO3XB5I5QNNUI,A3RLCGRXA34GC0,A23312XQ2AQ91W,A1KC138MX47DXA,A2UFD1I8ZO1V4G,0.532250554,16.4,Polite,0.066445225,,
092011 Stack Overflow,8303920,What kind of database are you talking about? Is is some specific database or do you just mean something like one array?,13,11,11,14,13,A1BS64O3JY0YJ4,A1GGOZPHYU0OC0,A3MMLCBV2W3BP9,A1HBDQ0BJQBA4Q,A1CZL2FSMCKTTH,-0.216404053,12.4,Rude,0.066963486,,
Wikipedia,460804,I tried to make some improvements to the article. What do you think?,17,21,21,18,17,A233ONYNWKDIYF,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A2QH1BQA6GR48O,A2AMGE57IJVSHF,1.10544404,18.8,Polite,0.269599013,,
Wikipedia,177507,"Thanks for the articles on South African cricket teams - I was planning to do them myself but I really appreciate that you've done them. By the way, where did you find the information on what regions the teams represent?",18,25,20,15,18,AAZKHFKG1B8VQ,A1BJTTNDDFZ3ZP,A1E0EK09CA5OIO,A3EJ5TT2ZGBIDA,A1F4D2PZ7NNWTL,1.279611164,19.2,Polite,0.010415329,,
Wikipedia,564992,"I think I updated the pharmacology project banner to put C-class articles into the appropriate category (previously, it was putting them into the unassessed class. If you want to double-check, that would be great; I think it may take a little while for it to update the articles?",17,16,17,21,21,A22DP0ST9DWG9O,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,0.809686982,18.4,Polite,0.482616337,,
092011 Cooking,2439,Knives! where are you?,14,21,17,15,21,AO3XB5I5QNNUI,A3IS283P2CECZJ,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2MWGIVIKOXWYM,0.869889605,17.6,Polite,0.067730514,,
Wikipedia,228258,"I'm not sure how I feel about you adding coordinates to locations all over the place, but rather than get into that, let's start with something easy: ""<url>"" does not equal ""<url>"". Do you need me to explain why, or was that just a typo?",9,13,1,14,9,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,AIPK94CUWL45W,-1.01194834,9.2,Rude,0.055887471,,
Wikipedia,50905,I asked some questions in the Criteria for Inclusion section on 20th Dec but no-one has yet responded. Can you take a look?,16,18,23,21,19,A2QN0EGBRGJU1M,A2GSW5RBAT5LQ5,AO5E3LWBYM72K,A2ULMYRKQMNNFG,A3TFQK7QK8X6LM,0.965132564,19.4,Polite,0.879224862,,
092011 Stack Overflow,76707,Why? 99% of the time you can convert well written C code to C++ code by just changing the compiler setting. Why not start using C++ code?,9,7,8,13,10,A2PXJTMWGUE5DC,A14TK8NCD4CUN1,A125P73OQSRNI5,A3689IWHIHX69E,A39FH0T1NKKMVO,-1.305840215,9.4,Rude,0.068027302,,
092011 Stack Overflow,2006544,"As an aside, do you do a lot of maintenance programming... on your own code?  How large, in LOC, are the projects you are working on?",25,17,17,13,13,A1LZIWJ3V05K3H,APEJ17EE0VDDT,A1F4D2PZ7NNWTL,A34M93NJC830DP,A321FJYVTX5WP9,0.473986463,17,Polite,0.068557246,,
092011 Stack Overflow,5493541,What does the model's source look like? What happens if you `Ad.reset_column_information` before `Ad.create`?,19,15,21,13,13,A2TMSM19YCEXLE,A1KYGP10BH4FXU,A3E157ZN8XPUKJ,A3TXO6RKFIDFUV,A34M93NJC830DP,0.296393419,16.2,Polite,0.068744311,,
092011 Cooking,3342,"Are you using cheesecloth, and worried because the finer particles get through and settle out? Or are you just running it through a sieve and seeing small cracklings still floating in it...?",8,9,9,13,5,AK5KO8FC6LLUO,AO3XB5I5QNNUI,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,-1.101165536,8.8,Rude,0.068825952,,
Wikipedia,123811,original article????,13,1,13,9,1,A2UFD1I8ZO1V4G,A1W2G1N4BDF2DW,A28TXBSZPWMEU9,AIPK94CUWL45W,A3IHLWMZNBLUR4,-1.387626302,7.4,Rude,0.04612824,,
Wikipedia,42847,That is why I suggest the following: either we refer to him as u201cSouth-Netherlandishu201d (like he is described on the Dutch Wikipedia page) or we omit the nationality completely and we just mention the cities he lived in. Does this seem acceptable?,16,17,23,21,17,A2QN0EGBRGJU1M,A2GSW5RBAT5LQ5,AO5E3LWBYM72K,A2ULMYRKQMNNFG,A3TFQK7QK8X6LM,0.853993201,18.8,Polite,0.563392078,,
092011 Stack Overflow,3103971,Do you have problem with it? Does it work?,2,13,9,16,17,A1KYGP10BH4FXU,A28TXBSZPWMEU9,A17G2LOYX7WQZ,A1F4D2PZ7NNWTL,A2BKPNKU3EG41Z,-0.670687844,11.4,Rude,0.069071807,,
092011 Stack Overflow,3589275,"Are you looking to change the text field's height (if so, why?), or keep its height the same while resizing the window?",17,21,15,17,16,A1LZIWJ3V05K3H,A3E157ZN8XPUKJ,A14TK8NCD4CUN1,A125P73OQSRNI5,A39FH0T1NKKMVO,0.556680556,17.2,Polite,0.069624132,,
Wikipedia,426785,"Yes, I apologize, my friend (I guess I have some kind of a phobia that you will forget about my posts :) ) I will wait as long as you want me to. Could you read Mir Harven's posts on talk page?",16,17,17,20,21,A21753FQKCM5DQ,AYG3MF094634L,A3EJ5TT2ZGBIDA,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,1.222241053,18.2,Polite,0.410150672,,
Wikipedia,355369,"Right, but not all of it. So can you retrieve it or not?",9,5,5,9,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,ASDKBXZBSJNZD,A2QH1BQA6GR48O,A19ZT0TQPFA2,-1.796080226,6.6,Rude,0.595192039,,
Wikipedia,592278,"Thanks for your prompt action at AN/I and on behalf of NawlinWiki; as you gathered, I wasn't sure what to do but it's clear that you did.  Two questions:  is there any policy of which I should have been aware that governs this situation, and what (if anything) needs to happen to notify NawlinWiki?",13,17,22,25,16,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A1G05O3HM7DNVZ,A29B522D0BX6HN,0.995429823,18.6,Polite,0.713072425,,
092011 Stack Overflow,5907202,"Completely different approach - could you OCR the page, and see if it comes up with any characters? Or are you working from scratch and/or prefiltering the pages quickly before they even reach a much slower OCR step, and/or dealing with pages that might have illustrations but no text?",21,21,14,13,15,AQRI1E9W5268O,A29OF3N57XNRZ0,AYG3MF094634L,A1CZL2FSMCKTTH,A39FH0T1NKKMVO,0.62499739,16.8,Polite,0.0703576,,
Wikipedia,618995,''The sources are already there!'' Have you even looked at it?,9,10,8,1,8,A2UFD1I8ZO1V4G,AYG3MF094634L,A3L8MJ1C4OEDGV,A3TFQK7QK8X6LM,AZ1RJVNOZFIWV,-2.071900284,7.2,Rude,0.789181198,,
Wikipedia,135,"I moved '''Engine Arm Aqueduct''' to <url>, because there seemed to be much more content about the canal than the actual <url>. Does that seem reasonable, to you?",17,17,19,25,17,A1T5YMBH35PDBX,AO3XB5I5QNNUI,A31RP7HI5172B,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,0.951635476,19,Polite,0.761804268,,
092011 Stack Overflow,7048874,"`char**` isn't a sequence of bytes, it's a pointer to a pointer to a `char`. Did you allocate any memory?",9,11,13,14,13,A3I83CQLOZRO79,A2PXJTMWGUE5DC,A320SR22MPGY17,AP6784DKV31O6,A3CGUAC9NBOHSE,-0.270598503,12,Rude,0.071572575,,
092011 Unix and Linux,24010,"I installed it using pacman, but it still shows the error. It's written ""Please install the build..."" so do I also need to build it, or do I just need to reboot?",9,17,9,7,17,AO3XB5I5QNNUI,A3IS283P2CECZJ,A3CFNUD7VR2E1E,A1KC138MX47DXA,A2J65ZHAJQDKAC,-0.538731858,11.8,Rude,0.071715418,,
Wikipedia,249702,"Hi reinyday - I've been noticing your sig on WP:CFD... this is probably something you know all about but... you do know about being able to use four tildes (<nowiki>~~~~</nowiki>) to sign, don't you? Or have you done some fancy trick with your signature to stop it linking back to your user page?",17,1,5,13,1,A233ONYNWKDIYF,A1W2G1N4BDF2DW,AD317NO9623GZ,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,-0.858168434,7.4,Rude,0.680365204,,
092011 Stack Overflow,718977,I'm afraid it's still unclear what you want to do with roomA and roomB.  Are you trying to list every permuation of the two?,17,21,9,24,9,A233ONYNWKDIYF,A3E157ZN8XPUKJ,AO3XB5I5QNNUI,A39FH0T1NKKMVO,A3OY0OL2M0HUTT,0.595294589,16,Polite,0.072098813,,
092011 Theoretical Computer Science,1992,"I cannot understand the exact question, but if you want to define something like Petri nets, why don’t you define your object by describing the difference from Petri nets?  What is the difference between your object and acyclic Petri nets?",17,21,21,13,21,A3IS283P2CECZJ,A3E157ZN8XPUKJ,A1XCQA727LJVL2,A2UFD1I8ZO1V4G,A1FF4KWG1G44QE,0.420283059,18.6,Polite,0.072125643,,
092011 Bicycles,6621,"This question is a forum-style post, asking for multiple answers. Perhaps ask for the method that does the best job, or requires the least effort?",14,14,21,13,22,AYG3MF094634L,A3RLCGRXA34GC0,A3E157ZN8XPUKJ,A1VIEFZYI54JHP,A1FF4KWG1G44QE,0.369639312,16.8,Polite,0.072365018,,
092011 TeX - LaTeX,4008,"I'm not quite sure what is your question: (1) You want to produce a PDF file without embedding any fonts and you'd like to know when this is ""safe""? (2) You would like to make sure that all Latex users can compile your document without installing additional packages?",9,16,21,21,21,AO3XB5I5QNNUI,A1KC138MX47DXA,A32VJLRWGMYGSU,A1LRRDBA84ITCJ,A13HSR88OUNIVP,0.591491982,17.6,Polite,0.072422527,,
Wikipedia,314210,That would be awesome. Do you want to ask someone for clarification on whether project sandboxes are allowed?,15,22,19,21,15,A6YO9886DY2SC,AO5E3LWBYM72K,A3KVLFBRO8X2MZ,A1E0EK09CA5OIO,A2UBXHCHM2I6IL,0.880245564,18.4,Polite,0.391902831,,
092011 Stack Overflow,7260726,Are both versions being run as the same user? Whats in `$?` when it fails?,1,13,15,13,13,A3H8M155NBFE1L,A3MMLCBV2W3BP9,A2BKPNKU3EG41Z,A2WGBPEN45GJNF,A34M93NJC830DP,-0.392570387,11,Rude,0.072985824,,
092011 Android Enthusiasts,3539,"@Joel, I don't have this problem here either (Android 2.2 on HTC EVO).  Is it simply remembering a previous URL?",9,6,13,11,17,A233ONYNWKDIYF,A1KC138MX47DXA,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A13HSR88OUNIVP,-0.981881863,11.2,Rude,0.072989253,,
092011 Stack Overflow,4334016,"Why is your `i` loop going from `j:6`, rather than `1:6`?  Have you noticed that `sum` is being recalculated on every iteration (overwriting the value from the previous iteration)?",9,9,9,20,13,A3VJDU2VRMN05L,A233ONYNWKDIYF,A1G05O3HM7DNVZ,A3E25EJ47XXCRL,A3689IWHIHX69E,-0.707291853,12,Rude,0.073150944,,
092011 GIS,12057,"I suspect that `'apt-get install libpq-dev` didn't work properly, as the 9.04 distro is no longer supported (too old). Can you run the `pg_config` command?",9,12,9,1,5,AO3XB5I5QNNUI,A1KC138MX47DXA,A2UFD1I8ZO1V4G,A1FF4KWG1G44QE,A3U7P73AIQVS9S,-1.224824072,7.2,Rude,0.073212782,,
Wikipedia,624948,Misrepresenting a person's actions to portray them in a bad light is one of the more common (and transparent) forms of personal attack. Is that your defense for repeatedly violating <url>?,17,9,5,10,5,A3G9MSZVWB7W42,A3GEHPUTISVNB4,A1TLLJDX8H4JP1,AC25X12LNYY6Y,A1F4D2PZ7NNWTL,-1.170197204,9.2,Rude,0.478702365,,
092011 Ask Ubuntu,56534,Please elaborate. Does it mean it's planned for Oneiric?,16,14,9,9,5,A125P73OQSRNI5,A1KC138MX47DXA,A2UFD1I8ZO1V4G,A3GOI327COFGY5,AI4WWBB2PNCKH,-0.919254969,10.6,Rude,0.073681128,,
092011 Stack Overflow,7157536,What about invalid states (e.g. all Os or both sides with 3-in-a-row)?,13,15,15,18,21,A2UFD1I8ZO1V4G,A125P73OQSRNI5,A3EJ5TT2ZGBIDA,A17G2LOYX7WQZ,A3DKR227NQCH4X,0.177513017,16.4,Polite,0.073957786,,
092011 Electrical Engineering,6027,"This would be answered in pretty much any beginner's tutorial, and I fear a complete answer here would undermine your understanding more than help. What prior effort have you done to learn?",9,22,19,13,17,A233ONYNWKDIYF,A23312XQ2AQ91W,ARYGQ46IMW8AU,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,0.410588958,16,Polite,0.074043741,,
092011 Stack Overflow,2186765,"Just to clarify: Do you want your program to be notified of mouse click events so that it can act upon them, or do you want to inject mouse click events into the windowing system?  And what platform are you on (mac/*nix/Windows/etc)?",20,13,17,16,17,AO2NFSIXUL5MT,A3SMTP08PPXDWA,AO3XB5I5QNNUI,A1F4D2PZ7NNWTL,A3TXO6RKFIDFUV,0.77691887,16.6,Polite,0.074201185,,
092011 Stack Overflow,3756292,In what language do you want this check to be made in? Ruby ?,6,13,13,17,13,A3RP70I4XDGOIS,A2Y2ZBYDK9ZMEB,A1G9ZIBMV5PLE2,A1UZ2DD6L6DGHT,A3TXO6RKFIDFUV,-0.345276435,12.4,Rude,0.074586236,,
092011 Stack Overflow,2666594,"That looks OK to me (just learning Haskell myself, though).  Is there anything specifically wrong?",17,13,14,21,17,A2UFD1I8ZO1V4G,A233ONYNWKDIYF,AYG3MF094634L,A320SR22MPGY17,A39FH0T1NKKMVO,0.781191612,16.4,Polite,0.074902737,,
092011 Stack Overflow,2285372,"Given all the software tools out there (IDEs, refactoring tools, text search tools etc.) why do you want to write this from scratch yourself?",5,9,17,13,11,A1LZIWJ3V05K3H,A3B5ZWLZFI90WM,A1G05O3HM7DNVZ,A14TK8NCD4CUN1,A3TXO6RKFIDFUV,-0.444493693,11,Rude,0.075288557,,
092011 Stack Overflow,1126623,"sorry, there aren't enough details for me to even begin answering.  Could you include some more information?",5,9,21,11,9,AO3XB5I5QNNUI,A17G2LOYX7WQZ,A872FSFU7WV6W,AD1IH74UX9IAI,A3DKR227NQCH4X,-0.709287359,11,Rude,0.075531407,,
Wikipedia,244209,Thank you. So what did I do to earn the tea?,19,20,18,17,20,A2NRW37D7QPLRE,A2UBXHCHM2I6IL,A1F4D2PZ7NNWTL,A1DTQSIIYIZL62,A2WZQ92N4809N1,1.182446104,18.8,Polite,0.149976806,,
092011 Stack Overflow,2545569,"I don't understand this sentence ""We are to find such placement of this polygons (we could make rotations and movements), when rectangle, which circumscribes this polygons has minimal area."" Can you clarify?",20,15,19,15,15,AO5E3LWBYM72K,A14TK8NCD4CUN1,A17G2LOYX7WQZ,A2BKPNKU3EG41Z,A39FH0T1NKKMVO,0.463467926,16.8,Polite,0.075831391,,
Wikipedia,627414,Changing your userpage doesn't answer my question. Why is your userpage a copy of <url>'s?,5,5,11,6,18,A233ONYNWKDIYF,A1TLLJDX8H4JP1,AC25X12LNYY6Y,A1F4D2PZ7NNWTL,AEYHIQUDWJ3KV,-0.91031573,9,Rude,0.985973049,,
Wikipedia,476673,Either <url> is really misinterpreting the guidelines or I missed out on something. Care to shed light here?,13,9,9,13,1,A1T5YMBH35PDBX,A233ONYNWKDIYF,APMYUTI3V3Y6R,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,-0.882155274,9,Rude,0.482828749,,
